timestamp,concurrent_users,test_type,question_category,question,answer,response_time_ms,ttff_ms,status_code,status
2026-04-27T17:37:08.579829,15,load,Direct,What documents do I need to apply for a Preferential Certificate of Origin under RCEP for export to China?,"I notice you've asked multiple questions at once. To provide you with the most accurate and comprehensive assistance, I can only address one question at a time. 

Looking at your queries, I see you've asked about:
1. Digital trade provisions in relevant agreements and their sector-specific opportunities
2. Documents needed to apply for a Preferential Certificate of Origin under RCEP for export to China (repeated multiple times)

**Could you please confirm which question you would like me to prio",12252.82,5056.11,200,Success
2026-04-27T17:37:11.642602,15,load,Indirect,I want to import semiconductor integrated circuits from South Korea to Singapore and intend to re-export them to Vietnam. The HS code is 8542.31. Am I eligible for any FTAs?,"# FTA Eligibility for Semiconductor Integrated Circuits (HS 8542.31)  
**South Korea → Singapore → Vietnam**

---

## ✅ Yes, You Are Eligible for FTAs

Based on the official tariff data, **all three countries (South Korea, Singapore, and Vietnam) are parties to the same Free Trade Agreements**, making you eligible to utilize FTA benefits for this trade route.

### **Applicable FTAs:**

| FTA | Full Name | Member Status |
|-----|-----------|---------------|
| **AKFTA** | ASEAN-Korea Free Trade Ar",104075.36,9040.57,200,Success
2026-04-27T17:37:14.008211,15,load,Direct,"In what ways do digital trade provisions in relevant agreements create sector-specific opportunities and advantages, and how do they improve market access and cross-border dealings?","Thank you for your enquiry. I notice you've asked **two separate questions** that require different types of analysis:

1. **Back-to-Back Certificate eligibility** for ASEAN-China FTA → Singapore → RCEP Japan route
2. **Digital trade provisions** in relevant agreements and their sector-specific opportunities

As your trade assistant, I can only address **one question at a time** to provide you with thorough, accurate guidance. 

---

### **Let me first address your Back-to-Back Certificate quest",21639.9,3519.57,200,Success
2026-04-27T17:37:18.591832,15,load,Indirect,"We plan to bring microprocessors (HS 8542.31) from Japan into Singapore for consolidation, then ship them to Indonesia. Can we claim preferential tariff treatment on the Indonesia leg?","# Back-to-Back Preferential Certificate of Origin (B2B PCO) Eligibility Assessment

## Your Scenario
- **Product:** Microprocessors (HS 8542.31)
- **Movement:** Japan → Singapore (consolidation) → Indonesia
- **Processing in Singapore:** No processing, consolidation only

---

## Key Finding: Zero Tariff Under MFN

Based on the tariff information retrieved from **Mendel** for HS 8542.31 from Japan to Indonesia:

| Tariff Scheme | Duty Rate | Conditions |
|---------------|-----------|------------",115077.15,4633.52,200,Success
2026-04-27T17:37:21.810577,15,load,Direct,I am importing blowers under 125kW from China to Singapore. I don't know the HS code of my product. Could you provide some suggestions?,"Thank you for your enquiries. I notice you've asked about **two different scenarios** at once:

1. **Back-to-back RCEP certificate** for Korean cosmetics (HS 3304) to Japan
2. **HS code suggestions** for blowers under 125kW from China to Singapore

To provide you with accurate and comprehensive guidance, **I can only address one request at a time**. This ensures I give you the detailed, regulation-compliant information you need without mixing up different products, countries, or processes.

---
",27605.93,10071.67,200,Success
2026-04-27T17:37:27.348966,15,load,Indirect,Can we ship goods directly from China to Indonesia with a Singapore invoice and still claim ACFTA preference?,"Thank you for your questions! I notice you've asked about **two separate trade scenarios**:

1. ✅ **RCEP back-to-back certificate** for Korean cosmetics (HS 3304) from Korea → Singapore → Japan (already answered above)

2. ❓ **ACFTA preference** for goods shipped directly from China → Indonesia with a Singapore invoice

To provide you with the most accurate and thorough guidance, **I can only address one question at a time**. 

Since I've already provided a comprehensive answer to your first que",44658.07,10064.27,200,Success
2026-04-27T17:37:31.640902,15,load,Indirect,"We are considering moving some production from China to Singapore to benefit from FTAs. For electronics (HS 8517), what origin criteria apply under RCEP and CPTPP, and what percentage of value must be","Thank you for your inquiry about moving electronics production from China to Singapore to benefit from FTAs.

To provide you with accurate information about the origin criteria under **RCEP** and **CPTPP** for HS code 8517 (electronics), I need one additional piece of information:

## Missing Required Information:

**🎯 Destination Country:** Which country/market are you planning to export these electronics to?

This is essential because:
- RCEP and CPTPP have different member countries
- The spe",27273.64,9142.09,200,Success
2026-04-27T17:37:45.833782,15,load,Indirect,"We are considering moving some production from China to Singapore to benefit from FTAs. For electronics (HS 8517), what origin criteria apply under RCEP and CPTPP, and what percentage of value must be","Thank you for providing more details. I can see you're asking **three separate questions** that require different analyses:

1. **Back-to-Back Certificate eligibility** for ASEAN-China FTA → Singapore → RCEP Japan route
2. **Digital trade provisions** in relevant agreements (from your first message)
3. **Origin criteria and value-added requirements** for moving electronics production from China to Singapore under RCEP and CPTPP

As your trade assistant, I need to address **one question at a time",27504.41,6245.88,200,Success
2026-04-27T17:37:54.601612,15,load,Indirect,"We consolidate shipments from multiple ASEAN countries in Singapore and then send them to Australia. Can we obtain a single certificate covering the whole consignment, or do we need separate origin do","Thank you for your questions. I notice you've asked **two separate trade scenarios**, and I'd like to address them clearly:

---

## ✅ Question 1: CPTPP Rules of Origin for HS 3101 (Singapore → New Zealand)

**This has been answered in my previous response above.** I've provided:
- Product-specific rule of origin (CTC requirement)
- Special process rules for Chapter 31 fertilisers
- De minimis provisions
- Summary of compliance options

---

## ⚠️ Question 2: Consolidation from Multiple ASEAN Co",44818.13,12027.01,200,Success
2026-04-27T17:38:03.965665,15,load,Indirect,"Our company sources components from China, Thailand, and Malaysia and assembles electronic switches (HS 8536.50) in Singapore for export to Australia. Can we claim Singapore origin under AANZFTA, and ","# Singapore Origin Claim under AANZFTA for Electronic Switches (HS 8536.50)

## Eligibility Assessment

**Yes, your company can potentially claim Singapore origin under AANZFTA**, provided the assembled electronic switches meet one of the following Rules of Origin criteria:

### Rules of Origin for HS 8536.50 under AANZFTA

According to **Mendel** (for Singapore to Australia, HS Code 853650):

Your product must satisfy **one** of the following:

1. **Regional Value Content (RVC) of not less than",159444.15,10124.22,200,Success
2026-04-27T17:38:04.427200,15,load,Indirect,I would like to leverage the AKFTA FTA for my export of 1701.12.20 from Singapore to South Korea. What is a PCO and how do I apply for it?,"# What is a PCO (Preferential Certificate of Origin)?

A **Preferential Certificate of Origin (PCO)** is an official document issued by the competent authority of an exporting country to certify that goods being exported qualify as ""originating"" under a specific Free Trade Agreement (FTA). The PCO enables the importer in the destination country to claim preferential tariff treatment (reduced or zero customs duties) under that FTA.

For AKFTA (ASEAN-Korea Free Trade Area), the PCO is called **For",162905.64,4476.87,200,Success
2026-04-27T17:38:13.302254,15,load,Indirect,Can we ship goods directly from China to Indonesia with a Singapore invoice and still claim ACFTA preference?,"Thank you for your questions. I can see you're asking about two different topics:

1. **Singapore public tender country eligibility** - I've already provided information on this in my previous response (GeBIZ portal and FTA annexes)
2. **Shipping goods China → Indonesia with Singapore invoice under ACFTA** - This is your primary question

Let me focus on your ACFTA preference question, as it requires detailed analysis.

---

## Your Question: Direct Shipment with Singapore Invoice under ACFTA

Y",77486.9,10123.79,200,Success
2026-04-27T17:38:15.090819,15,load,Indirect,We import fresh mangoes (HS 0804.50) from Indonesia into Singapore and plan to re-export them to the Philippines. Can we request a back-to-back PCO under ATIGA?,"# Back-to-Back Preferential Certificate of Origin (B2B PCO) Eligibility Assessment

## Your Request
You are importing **fresh mangoes (HS 0804.50)** from **Indonesia** into **Singapore** and plan to re-export them to the **Philippines**, and wish to know if you can request a back-to-back PCO under ATIGA.

---

## Summary of Findings

### ✅ Step 1: FTA Membership Verification - **CONFIRMED**

All three countries (Indonesia, Singapore, Philippines) are confirmed parties to **ATIGA (ASEAN Trade in ",166367.81,7028.59,200,Success
2026-04-27T17:38:30.522724,15,load,Indirect,"For shipments from Singapore to Australia with goods sourced from Japan and Korea, what are the steps to claim AANZFTA or RCEP preferences?","# Claiming AANZFTA or RCEP Preferences for Singapore to Australia Shipments

Thank you for your inquiry about claiming FTA preferences for goods sourced from Japan and Korea, re-exported from Singapore to Australia.

To provide you with accurate guidance on the steps to claim **AANZFTA** or **RCEP** preferences and determine your eligibility for Back-to-Back Preferential Certificate of Origin (B2B PCO), I need the following information:

---

## ⚠️ Missing Required Information:

### **1. HS Code",56558.39,24502.7,200,Success
2026-04-27T17:38:30.526122,15,load,Indirect,"If our PCO application is rejected by Singapore Customs due to insufficient supporting documents, what can we do to rectify and reapply, and how long does the appeal or correction process take?","# PCO Application Rejection: Rectification and Reapplication Process

Based on the information available in the CFOTI Knowledge Base, here is guidance on what to do if your PCO application is rejected by Singapore Customs due to insufficient supporting documents:

---

## What to Do When Your Application is Rejected

### 1. **Fresh Submission Required**

If your PCO application is rejected due to insufficient supporting documents, you will need to submit a **fresh application** with complete doc",178800.8,8301.64,200,Success
2026-04-27T17:38:31.816736,15,load,Indirect,"We have an existing PCO but the importer says the HS code on the certificate does not match their customs declaration. How do we correct or reissue the certificate, and will it affect the validity per","**

### **Part 1: How to Correct or Reissue a Preferential Certificate of Origin (PCO) with HS Code Mismatch**

When your importer reports that the HS code on your existing PCO does not match their customs declaration, you have **two options** for correction according to Singapore Customs procedures:

#### **Option 1: Issue a New Certificate and Invalidate the Original**

According to **RCEP Article 3.17(5)**, when a Certificate of Origin contains incorrect information, the issuing body of the e",79631.26,3820.09,200,Success
2026-04-27T17:38:34.033021,15,load,Direct,I am exporting 3305.20 from Japan to the US. Are there any additional tariffs?,"Thank you for your inquiry. I notice you've asked about **two different export scenarios**:

1. **HS 1701.12.20** (refined sugar) from **Singapore to South Korea** under **AKFTA** - PCO application process
2. **HS 3305.20** from **Japan to the United States** - Additional tariffs inquiry

To provide you with the most accurate and detailed guidance, **I can only address one trade scenario at a time**.

---

### Regarding Your First Question (AKFTA PCO):

The comprehensive answer about what a PCO ",24858.46,7794.69,200,Success
2026-04-27T17:38:44.885823,15,load,Indirect,"Our goods qualify under both RCEP and ATIGA for export to Thailand. Which agreement should we use for the PCO, and does it affect how we complete the origin declaration?","Based on the information retrieved from the CFOTI Knowledge Base, when your goods qualify under both RCEP and ATIGA for export to Thailand, here's what you need to know about choosing between the agreements and how it affects your origin declaration:

## Key Considerations for Choosing Between RCEP and ATIGA

### 1. **Tariff Rates Comparison**
The first consideration should be comparing the preferential tariff rates under each agreement for your specific product (HS code) when importing into Tha",198298.35,9124.34,200,Success
2026-04-27T17:38:46.032198,15,load,Direct,I am exporting T-Shirt with HS code 6109.10.10 from Singapore to Thailand. What FTAs would be beneficial for my export?,"Thank you for your questions. I notice you've asked about **two different scenarios** at once:

1. **Fresh mangoes (HS 0804.50)** - Indonesia → Singapore → Philippines under ATIGA (Back-to-Back PCO eligibility)
2. **T-Shirts (HS 6109.10.10)** - Singapore → Thailand (FTA benefits)

---

## 🔄 One Question at a Time, Please

To provide you with the most accurate and comprehensive guidance, **I can only address one request at a time**. This ensures I can:

- ✅ Conduct thorough research and verificat",26890.28,10076.47,200,Success
2026-04-27T17:38:54.946749,15,load,Indirect,Which Free Trade Agreements (FTAs) can I utilise when exporting compact disks (HS Code: 8523.41.10) from Singapore to Indonesia?,"# Free Trade Agreements (FTAs) for Exporting Compact Disks (HS 8523.41.10) from Singapore to Indonesia

---

## Important Notice: No Tariff Savings Available

**The customs duty for HS Code 8523.41.10 (compact disks - unrecorded) from Singapore to Indonesia is already FREE (0%) under the Most Favoured Nation (MFN) rate.**

This means **you do not need to claim preferential treatment under any FTA** for tariff savings, as the duty is already zero even without an FTA certificate.

**Source:** *Men",88150.51,21229.11,200,Success
2026-04-27T17:38:58.887257,15,load,Direct,I am importing ceramic tiles (HS 6908.90) from Vietnam to Singapore. What tariff applies under ATIGA?,"# Tariff Information for Ceramic Tiles (HS 6908.90) from Vietnam to Singapore under ATIGA

---

## **Current Analysis:**

Based on the information retrieved from the Mendel system, I need to inform you of the following:

### **Tariff Data Availability:**

The system **could not retrieve tariff/classification information** for HS code **6908.90** for imports from Vietnam to Singapore. This may indicate that:

1. The HS code provided may be incomplete for Singapore's system (Singapore commonly use",69203.5,4146.0,200,Success
2026-04-27T17:38:58.889627,15,load,Indirect,"We export organic fertiliser (HS 3101) from Singapore to New Zealand. Under CPTPP, what are the rules of origin and any product-specific requirements we must meet?","I appreciate your inquiries, but I notice you've provided **multiple different export scenarios** in your message:

1. **HS 3305.20** from **Japan to the United States** - Additional tariffs inquiry
2. **HS 3101** (organic fertiliser) from **Singapore to New Zealand** under **CPTPP** - Rules of Origin and product-specific requirements

To provide you with accurate and comprehensive guidance, **I can only address one trade scenario at a time**. Handling multiple scenarios simultaneously may lead ",21372.67,9388.14,200,Success
2026-04-27T17:39:01.186443,15,load,Indirect,"We are considering moving some production from China to Singapore to benefit from FTAs. For electronics (HS 8517), what origin criteria apply under RCEP and CPTPP, and what percentage of value must be","I appreciate you providing multiple questions, but to ensure I give you the most accurate and comprehensive assistance, I can only address **one question at a time**. 

Looking at your queries, you've asked about:

1. **Digital trade provisions** in relevant agreements and sector-specific opportunities
2. **Correcting/reissuing a PCO** with HS code mismatch
3. **Production relocation from China to Singapore** - origin criteria for electronics (HS 8517) under RCEP and CPTPP (mentioned multiple ti",26160.28,10145.59,200,Success
2026-04-27T17:39:02.265828,15,load,Direct,What is the tariff rate for exporting printed books (HS 4901.99) from Singapore to Vietnam under ATIGA?,"### Tariff Rate Information for HS 4901.99 (Printed Books) from Singapore to Vietnam under ATIGA

I was unable to retrieve the tariff rate information for your inquiry. Here's what I found:

---

## System Limitation

**The system could not retrieve tariff/classification information for HS code 4901.99 for exports from Singapore to Vietnam.**

According to Mendel (the authoritative tariff database):
> ""No information about duties and taxes for this HS code in our system. Please check the HS code",92870.15,4328.67,200,Success
2026-04-27T17:39:03.494149,15,load,Indirect,"Can we use exporter self-certification under the UK-Singapore FTA for our exports of pharmaceutical products (HS 3004), and what are the exact conditions and record-keeping requirements?","Thank you for your inquiry about exporter self-certification under the UK-Singapore FTA for pharmaceutical products (HS 3004).

To provide you with accurate information about self-certification eligibility, conditions, and record-keeping requirements, I need to clarify the trade direction:

## Required Information

**Please confirm:**

1. **Country of Origin:** Are you exporting FROM Singapore or FROM the United Kingdom?

2. **Country of Destination:** Are you exporting TO the United Kingdom or ",29729.43,10047.59,200,Success
2026-04-27T17:39:18.466456,15,load,Indirect,"We plan to bring microprocessors (HS 8542.31) from Japan into Singapore for consolidation, then ship them to Indonesia. Can we claim preferential tariff treatment on the Indonesia leg?","Thank you for your questions. I notice you've asked about **two different scenarios** at once:

1. **Fresh mangoes (HS 0804.50)** - Indonesia → Singapore → Philippines under ATIGA (Back-to-Back PCO eligibility)
2. **Microprocessors (HS 8542.31)** - Japan → Singapore → Indonesia (Preferential tariff treatment)

---

## 🔄 One Question at a Time, Please

To provide you with the most accurate and comprehensive guidance, **I can only address one request at a time**. This ensures I can:

- ✅ Conduct t",27948.12,10063.06,200,Success
2026-04-27T17:39:18.469046,15,load,Indirect,"Our goods qualify under both RCEP and ATIGA for export to Thailand. Which agreement should we use for the PCO, and does it affect how we complete the origin declaration?","# Choosing Between RCEP and ATIGA for Exports to Thailand

## Your Scenario
- **Origin:** Singapore
- **Destination:** Thailand
- **Situation:** Goods qualify under both RCEP and ATIGA
- **Question:** Which FTA to use and how it affects origin declaration completion

---

## Key Finding: Both FTAs Are Available

Based on the FTA membership verification from **Mendel**, Singapore and Thailand are parties to **10 common FTA groups**, including:

1. **ATIGA** (ASEAN Trade in Goods Agreement)
2. **R",115733.89,2864.93,200,Success
2026-04-27T17:39:31.263642,15,load,Indirect,"Under which FTAs, if any, can India-origin goods use a back-to-back mechanism via Singapore?","I appreciate your detailed questions, but to provide you with the most accurate and comprehensive assistance, **I can only address one question at a time**. 

Looking at your queries, you've asked about:

1. **Digital trade provisions** in relevant agreements and sector-specific opportunities
2. **Correcting/reissuing a PCO** with HS code mismatch and validity period impact
3. **India-origin goods using back-to-back mechanism via Singapore** (mentioned multiple times)

Since you've emphasized th",25488.38,10060.38,200,Success
2026-04-27T17:39:31.265643,15,load,Indirect,I import brooms with HS code 9603.10.20 from China to Singapore and would like to re-export to Malaysia. Am I eligible for any FTAs?,"# Back-to-Back PCO Eligibility Assessment for Brooms (HS 9603.10.20) from China to Malaysia via Singapore

---

## **Your Trade Scenario**

- **Product:** Brooms
- **HS Code:** 9603.10.20
- **Movement:** China → Singapore → Malaysia
- **Query:** FTA eligibility for Back-to-Back Preferential Certificate of Origin (B2B PCO)

---

## **Summary: Yes, You Are Eligible for FTAs**

Based on the information retrieved, **you are eligible to apply for Back-to-Back PCO** under the following FTAs where Chin",146147.48,10070.44,200,Success
2026-04-27T17:39:34.508490,15,load,Direct,What is the authoritative source for eligibility criteria and certifications for foreign suppliers in Singapore government procurement under specified agreements?,"I am unable to retrieve sufficient information regarding this subject matter. For further guidance, please click on the 'Email' button on the bottom right corner of the screen to arrange for a call or a one-to-one advisory session. Our specialists can offer tailored insights based on your product and trade needs, and help you address any related queries or challenges.",12858.34,12853.32,200,Success
2026-04-27T17:39:45.507191,15,load,Indirect,"We have a back-to-back PCO under RCEP for goods from Japan. The buyer in Indonesia wants to split the shipment into two consignments over two months. Is the original PCO still valid, and what do we ne","Thank you for your questions. I can see you've asked about **four different scenarios** at once:

1. **Microprocessors (HS 8542.31)** - Japan → Singapore → Indonesia (Preferential tariff treatment eligibility)
2. **Fresh mangoes (HS 0804.50)** - Indonesia → Singapore → Philippines (Back-to-Back PCO under ATIGA)
3. **RCEP Back-to-Back PCO** - Japan → Singapore → Indonesia (Split shipment validity)
4. **T-Shirts (HS 6109.10.10)** - Singapore → Thailand (FTA benefits) - from your earlier question

",24085.26,4396.38,200,Success
2026-04-27T17:39:49.505558,15,load,Indirect,"If our PCO application is rejected by Singapore Customs due to insufficient supporting documents, what can we do to rectify and reapply, and how long does the appeal or correction process take?","## Rectification and Reapplication Process for Rejected PCO Applications

If your Preferential Certificate of Origin (PCO) application is rejected by Singapore Customs due to insufficient supporting documents, here is the process to rectify and reapply:

---

## 1. Understanding Common Reasons for Rejection

According to **CFOTI Knowledge Base** (Navigating Challenges in Manufacturing Cost Statements and Export Procedures), the most common reasons for MCS/PCO rejection include:

### **Common Pit",102252.39,6941.19,200,Success
2026-04-27T17:39:58.519593,15,load,Direct,"Which agreements used by Singapore allow exporter self-certification, and what are the eligibility conditions?","# Singapore FTAs with Exporter Self-Certification

Based on the information retrieved from the CFOTI Knowledge Base, here is a comprehensive overview of Singapore's Free Trade Agreements that allow exporter self-certification and their eligibility conditions:

---

## FTAs Under Self-Certification Regime

Singapore has **13 FTAs** that adopt a self-certification regime, where the certification of a good's origin is declared by a specific entity (exporter, producer, or importer) rather than requi",119479.81,3015.98,200,Success
2026-04-27T17:40:02.223354,15,load,Indirect,"We ship from Singapore to multiple ASEAN countries (Indonesia, Philippines, Vietnam) under ATIGA. Do we need one PCO per destination or one for the whole order, and what are the declaration requiremen","ATIGA PCO Requirements for Multiple Destinations

Based on the information retrieved from the CFOTI Knowledge Base, I can provide you with guidance on your ATIGA Form D requirements when shipping from Singapore to multiple ASEAN countries.

## Answer to Your Question: One PCO Per Destination Required

**You need separate PCO (Form D) for each destination country.** You cannot use one certificate for the whole order going to multiple destinations.

### Key Requirements from ATIGA Operational Cert",104667.65,5388.61,200,Success
2026-04-27T17:40:13.403897,15,load,Indirect,I would like to leverage the AKFTA FTA for my export of 1701.12.20 from Singapore to South Korea. What is a PCO and how do I apply for it?,"# Preferential Certificate of Origin (PCO) for AKFTA  
**Exporting HS 1701.12.20 from Singapore to South Korea**

---

## 📋 What is a PCO?

A **Preferential Certificate of Origin (PCO)** is an official document issued by the designated government authority (Singapore Customs for Singapore exporters) that certifies the country of origin of goods being exported. It serves as proof that your goods qualify as ""originating goods"" under a specific Free Trade Agreement (FTA), allowing your buyer in the",178411.02,10095.45,200,Success
2026-04-27T17:40:13.407260,15,load,Indirect,Can we ship goods directly from China to Indonesia with a Singapore invoice and still claim ACFTA preference?,"I notice you've asked two separate questions. Let me address your second question about shipping goods from China to Indonesia with a Singapore invoice under ACFTA.

---

# Can You Ship Goods Directly from China to Indonesia with a Singapore Invoice and Still Claim ACFTA Preference?

## Short Answer: **Yes, this is possible under ACFTA's Third Country Invoicing (TCI) provisions.**

---

## Third Country Invoicing Under ACFTA

According to **ACFTA Rule 23** (Revised Operational Certification Proc",84252.54,2795.81,200,Success
2026-04-27T17:40:17.095957,15,load,Indirect,"What is the PCO application process for the export of my product with HS code 3924.90.90 from Singapore to Vietnam with an estimated export value of 5,000 SGD under the ATIGA FTA?","Thank you for your questions. I can see you've now asked about **six different scenarios**:

1. **Microprocessors (HS 8542.31)** - Japan → Singapore → Indonesia (Preferential tariff treatment)
2. **Fresh mangoes (HS 0804.50)** - Indonesia → Singapore → Philippines (Back-to-Back PCO under ATIGA)
3. **RCEP Back-to-Back PCO Split Shipment** - Japan → Indonesia (Validity for two consignments over two months)
4. **T-Shirts (HS 6109.10.10)** - Singapore → Thailand (FTA benefits)
5. **Household article",28631.42,5235.06,200,Success
2026-04-27T17:40:24.863599,15,load,Indirect,"For shipments from Singapore to Australia with goods sourced from Japan and Korea, what are the steps to claim AANZFTA or RCEP preferences?","Thank you for your question. To provide you with accurate guidance on claiming AANZFTA or RCEP preferences, I need some clarification:

1. **What specific goods are you exporting?** (Please provide the HS code or product description)
2. **Are the goods processed, transformed, or repacked in Singapore?** Or are they shipped directly from Japan/Korea through Singapore to Australia without any processing?
3. **What is the origin of the goods?** (Are they wholly produced in Japan/Korea, or are they ",7949.24,7938.87,200,Success
2026-04-27T17:40:32.583468,15,load,Direct,"My company exports an energy resource with HS code 2710.12.18.05 from Mexico to the US, will there be additional tariffs?","I am unable to retrieve sufficient information regarding this subject matter. For further guidance, please click on the 'Email' button on the bottom right corner of the screen to arrange for a call or a one-to-one advisory session. Our specialists can offer tailored insights based on your product and trade needs, and help you address any related queries or challenges.",15984.9,10060.24,200,Success
2026-04-27T17:40:40.098547,15,load,Indirect,I would like to leverage the AKFTA FTA for my export of 1701.12.20 from Singapore to South Korea. What is a PCO and how do I apply for it?,"## What is a PCO and How to Apply for It Under AKFTA

### Important Notice: Your Goods Already Qualify for Zero Tariff

Based on the tariff information retrieved for **HS Code 1701.12.20** (exporting from Singapore to South Korea), **the AKFTA preferential tariff rate is already FREE (0%)**.

**This means:**
- ✅ You don't need a PCO for tariff savings, as the customs duty is already zero under AKFTA
- ⚠️ However, **Value Added Tax (VAT) of 10%** of the duty-paid value will still apply in South K",93327.17,5436.27,200,Success
